muni_j,name_j,muni_vote,party_j,ken,kucode
京都市右京区,田中　ひでゆき,31270,自由民主党,26,4
京都市西京区,田中　ひでゆき,24712,自由民主党,26,4
亀岡市,田中　ひでゆき,16838,自由民主党,26,4
南丹市,田中　ひでゆき,7210,自由民主党,26,4
京丹波町,田中　ひでゆき,3256,自由民主党,26,4
福知山市,井上　かずのり,4964,希望の党,26,5
舞鶴市,井上　かずのり,7851,希望の党,26,5
綾部市,井上　かずのり,2429,希望の党,26,5
宮津市,井上　かずのり,986,希望の党,26,5
京丹後市,井上　かずのり,2035,希望の党,26,5
伊根町,井上　かずのり,110,希望の党,26,5
与謝野町,井上　かずのり,1211,希望の党,26,5
福知山市,中山　やすし,4237,無所属,26,5
舞鶴市,中山　やすし,2563,無所属,26,5
綾部市,中山　やすし,4580,無所属,26,5
宮津市,中山　やすし,1332,無所属,26,5
京丹後市,中山　やすし,15295,無所属,26,5
伊根町,中山　やすし,145,無所属,26,5
与謝野町,中山　やすし,2513,無所属,26,5
福知山市,山内　健,6028,日本共産党,26,5
舞鶴市,山内　健,5003,日本共産党,26,5
綾部市,山内　健,3193,日本共産党,26,5
宮津市,山内　健,1492,日本共産党,26,5
京丹後市,山内　健,3832,日本共産党,26,5
伊根町,山内　健,261,日本共産党,26,5
与謝野町,山内　健,1425,日本共産党,26,5
福知山市,鈴木　まりこ,2186,無所属,26,5
舞鶴市,鈴木　まりこ,2116,無所属,26,5
綾部市,鈴木　まりこ,820,無所属,26,5
宮津市,鈴木　まりこ,383,無所属,26,5
京丹後市,鈴木　まりこ,1234,無所属,26,5
伊根町,鈴木　まりこ,54,無所属,26,5
与謝野町,鈴木　まりこ,671,無所属,26,5
福知山市,本田　太郎,16437,自由民主党,26,5
舞鶴市,本田　太郎,19757,自由民主党,26,5
綾部市,本田　太郎,4748,自由民主党,26,5
宮津市,本田　太郎,5389,自由民主党,26,5
京丹後市,本田　太郎,7311,自由民主党,26,5
伊根町,本田　太郎,851,自由民主党,26,5
与謝野町,本田　太郎,5784,自由民主党,26,5
宇治市,やまのい　和則,31738,希望の党,26,6
城陽市,やまのい　和則,14773,希望の党,26,6
八幡市,やまのい　和則,11452,希望の党,26,6
京田辺市,やまのい　和則,12082,希望の党,26,6
木津川市,やまのい　和則,14852,希望の党,26,6
久御山町,やまのい　和則,2766,希望の党,26,6
井手町,やまのい　和則,1424,希望の党,26,6
宇治田原町,やまのい　和則,1926,希望の党,26,6
笠置町,やまのい　和則,377,希望の党,26,6
和束町,やまのい　和則,978,希望の党,26,6
精華町,やまのい　和則,7359,希望の党,26,6
南山城村,やまのい　和則,611,希望の党,26,6
宇治市,かみじょう　亮一,12815,日本共産党,26,6
城陽市,かみじょう　亮一,4577,日本共産党,26,6
八幡市,かみじょう　亮一,4692,日本共産党,26,6
京田辺市,かみじょう　亮一,3930,日本共産党,26,6
木津川市,かみじょう　亮一,4308,日本共産党,26,6
久御山町,かみじょう　亮一,782,日本共産党,26,6
井手町,かみじょう　亮一,384,日本共産党,26,6
宇治田原町,かみじょう　亮一,519,日本共産党,26,6
笠置町,かみじょう　亮一,118,日本共産党,26,6
和束町,かみじょう　亮一,242,日本共産党,26,6
精華町,かみじょう　亮一,2392,日本共産党,26,6
南山城村,かみじょう　亮一,239,日本共産党,26,6
宇治市,あんどう　裕,32045,自由民主党,26,6
城陽市,あんどう　裕,13403,自由民主党,26,6
八幡市,あんどう　裕,12486,自由民主党,26,6
京田辺市,あんどう　裕,13239,自由民主党,26,6
木津川市,あんどう　裕,13631,自由民主党,26,6
久御山町,あんどう　裕,3172,自由民主党,26,6
井手町,あんどう　裕,1800,自由民主党,26,6
宇治田原町,あんどう　裕,2142,自由民主党,26,6
笠置町,あんどう　裕,332,自由民主党,26,6
和束町,あんどう　裕,1225,自由民主党,26,6
精華町,あんどう　裕,7679,自由民主党,26,6
南山城村,あんどう　裕,823,自由民主党,26,6
大阪市西区,井上　ひでたか,13105,日本維新の会,27,1
大阪市港区,井上　ひでたか,13035,日本維新の会,27,1
大阪市天王寺区,井上　ひでたか,10346,日本維新の会,27,1
大阪市浪速区,井上　ひでたか,6246,日本維新の会,27,1
大阪市生野区,井上　ひでたか,11348,日本維新の会,27,1
大阪市中央区,井上　ひでたか,12426,日本維新の会,27,1
大阪市西区,大西　ひろゆき,12538,自由民主党,27,1
大阪市港区,大西　ひろゆき,12033,自由民主党,27,1
大阪市天王寺区,大西　ひろゆき,11574,自由民主党,27,1
大阪市浪速区,大西　ひろゆき,7413,自由民主党,27,1
大阪市生野区,大西　ひろゆき,10930,自由民主党,27,1
大阪市中央区,大西　ひろゆき,13260,自由民主党,27,1
大阪市西区,小泉　しゅうへい,1402,日本新党,27,1
大阪市港区,小泉　しゅうへい,384,日本新党,27,1
大阪市天王寺区,小泉　しゅうへい,1045,日本新党,27,1
大阪市浪速区,小泉　しゅうへい,593,日本新党,27,1
大阪市生野区,小泉　しゅうへい,866,日本新党,27,1
大阪市中央区,小泉　しゅうへい,1001,日本新党,27,1
大阪市西区,村上　のりあつ,5046,立憲民主党,27,1
大阪市港区,村上　のりあつ,3543,立憲民主党,27,1
大阪市天王寺区,村上　のりあつ,4733,立憲民主党,27,1
大阪市浪速区,村上　のりあつ,2201,立憲民主党,27,1
大阪市生野区,村上　のりあつ,4898,立憲民主党,27,1
大阪市中央区,村上　のりあつ,5719,立憲民主党,27,1
大阪市西区,しば山　のぼる,2246,日本共産党,27,1
大阪市港区,しば山　のぼる,3087,日本共産党,27,1
大阪市天王寺区,しば山　のぼる,2341,日本共産党,27,1
大阪市浪速区,しば山　のぼる,1543,日本共産党,27,1
大阪市生野区,しば山　のぼる,2568,日本共産党,27,1
大阪市中央区,しば山　のぼる,2713,日本共産党,27,1
大阪市阿倍野区,尾辻　かな子,11640,立憲民主党,27,2
大阪市東住吉区,尾辻　かな子,12177,立憲民主党,27,2
大阪市平野区,尾辻　かな子,15213,立憲民主党,27,2
大阪市生野区,尾辻　かな子,8988,立憲民主党,27,2
大阪市阿倍野区,しいき　保,15378,日本維新の会,27,2
大阪市東住吉区,しいき　保,16741,日本維新の会,27,2
大阪市平野区,しいき　保,23393,日本維新の会,27,2
大阪市生野区,しいき　保,13332,日本維新の会,27,2
大阪市阿倍野区,左藤　章,19688,自由民主党,27,2
大阪市東住吉区,左藤　章,21832,自由民主党,27,2
大阪市平野区,左藤　章,34114,自由民主党,27,2
大阪市生野区,左藤　章,15805,自由民主党,27,2
大阪市大正区,わたなべ　結,9376,日本共産党,27,3
大阪市住吉区,わたなべ　結,19309,日本共産党,27,3
大阪市西成区,わたなべ　結,11295,日本共産党,27,3
大阪市住之江区,わたなべ　結,14978,日本共産党,27,3
大阪市大正区,佐藤　しげき,13074,公明党,27,3
大阪市住吉区,佐藤　しげき,27978,公明党,27,3
大阪市西成区,佐藤　しげき,19351,公明党,27,3
大阪市住之江区,佐藤　しげき,23504,公明党,27,3
大阪市大正区,中条　栄太郎,2291,無所属,27,3
大阪市住吉区,中条　栄太郎,5492,無所属,27,3
大阪市西成区,中条　栄太郎,2516,無所属,27,3
大阪市住之江区,中条　栄太郎,5932,無所属,27,3
大阪市都島区,中山　泰秀,18050,自由民主党,27,4
大阪市福島区,中山　泰秀,12413,自由民主党,27,4
大阪市城東区,中山　泰秀,29978,自由民主党,27,4
大阪市北区,中山　泰秀,19642,自由民主党,27,4
大阪市都島区,清水　ただし,7917,日本共産党,27,4
大阪市福島区,清水　ただし,6528,日本共産党,27,4
大阪市城東区,清水　ただし,13450,日本共産党,27,4
大阪市北区,清水　ただし,8930,日本共産党,27,4
大阪市都島区,ミノベ　テルオ,16539,日本維新の会,27,4
大阪市福島区,ミノベ　テルオ,10017,日本維新の会,27,4
大阪市城東区,ミノベ　テルオ,25191,日本維新の会,27,4
大阪市北区,ミノベ　テルオ,20699,日本維新の会,27,4
大阪市此花区,数森　けいご,1253,幸福実現党,27,5
大阪市西淀川区,数森　けいご,1849,幸福実現党,27,5
大阪市東淀川区,数森　けいご,2402,幸福実現党,27,5
大阪市淀川区,数森　けいご,4018,幸福実現党,27,5
大阪市此花区,国重　とおる,12365,公明党,27,5
大阪市西淀川区,国重　とおる,17050,公明党,27,5
大阪市東淀川区,国重　とおる,30641,公明党,27,5
大阪市淀川区,国重　とおる,31458,公明党,27,5
大阪市此花区,ながお　秀樹,5202,立憲民主党,27,5
大阪市西淀川区,ながお　秀樹,6705,立憲民主党,27,5
大阪市東淀川区,ながお　秀樹,17012,立憲民主党,27,5
大阪市淀川区,ながお　秀樹,16394,立憲民主党,27,5
大阪市此花区,北山　良三,5083,日本共産党,27,5
大阪市西淀川区,北山　良三,9368,日本共産党,27,5
大阪市東淀川区,北山　良三,8060,日本共産党,27,5
大阪市淀川区,北山　良三,8918,日本共産党,27,5
大阪市旭区,村上　史好,15544,立憲民主党,27,6
大阪市鶴見区,村上　史好,15243,立憲民主党,27,6
守口市,村上　史好,20649,立憲民主党,27,6
門真市,村上　史好,15100,立憲民主党,27,6
大阪市旭区,いさ　進一,19074,公明党,27,6
大阪市鶴見区,いさ　進一,23813,公明党,27,6
守口市,いさ　進一,33082,公明党,27,6
門真市,いさ　進一,28083,公明党,27,6
吹田市,奥下　たけみつ,56285,日本維新の会,27,7
摂津市,奥下　たけみつ,10495,日本維新の会,27,7
吹田市,とかしき　なおみ,67655,自由民主党,27,7
摂津市,とかしき　なおみ,14682,自由民主党,27,7
吹田市,村口　くみ子,33787,日本共産党,27,7
摂津市,村口　くみ子,5815,日本共産党,27,7
豊中市,松井　博史,31197,立憲民主党,27,8
豊中市,大塚　たかし,67054,自由民主党,27,8
豊中市,木下　智彦,57187,日本維新の会,27,8
豊中市,あらい　真,15197,日本共産党,27,8
池田市,服部　良一,8674,社会民主党,27,9
茨木市,服部　良一,21724,社会民主党,27,9
箕面市,服部　良一,10937,社会民主党,27,9
豊能町,服部　良一,2413,社会民主党,27,9
能勢町,服部　良一,841,社会民主党,27,9
池田市,あだち　康史,16249,日本維新の会,27,9
茨木市,あだち　康史,46082,日本維新の会,27,9
箕面市,あだち　康史,23112,日本維新の会,27,9
豊能町,あだち　康史,4502,日本維新の会,27,9
能勢町,あだち　康史,1493,日本維新の会,27,9
池田市,原田　けんじ,19648,自由民主党,27,9
茨木市,原田　けんじ,43516,自由民主党,27,9
箕面市,原田　けんじ,23494,自由民主党,27,9
豊能町,原田　けんじ,4123,自由民主党,27,9
能勢町,原田　けんじ,2694,自由民主党,27,9
高槻市,辻元　清美,68429,立憲民主党,27,10
島本町,辻元　清美,7359,立憲民主党,27,10
高槻市,おおくま　和英,52149,自由民主党,27,10
島本町,おおくま　和英,4334,自由民主党,27,10
高槻市,松浪　ケンタ,41602,日本維新の会,27,10
島本町,松浪　ケンタ,3336,日本維新の会,27,10
枚方市,平野　博文,61247,無所属,27,11
交野市,平野　博文,14897,無所属,27,11
枚方市,いとう　信久,52281,日本維新の会,27,11
交野市,いとう　信久,9578,日本維新の会,27,11
枚方市,佐藤　ゆかり,57675,自由民主党,27,11
交野市,佐藤　ゆかり,11691,自由民主党,27,11
寝屋川市,藤田　文武,37771,日本維新の会,27,12
大東市,藤田　文武,17773,日本維新の会,27,12
四條畷市,藤田　文武,8986,日本維新の会,27,12
寝屋川市,松尾　まさのり,13547,日本共産党,27,12
大東市,松尾　まさのり,6299,日本共産党,27,12
四條畷市,松尾　まさのり,3012,日本共産党,27,12
寝屋川市,北川　ともかつ,41707,自由民主党,27,12
大東市,北川　ともかつ,20342,自由民主党,27,12
四條畷市,北川　ともかつ,9565,自由民主党,27,12
東大阪市,西野　こういち,23584.9,無所属,27,13
東大阪市,むねきよ　皇一,74662.1,自由民主党,27,13
東大阪市,長岡　よしかず,16399,日本共産党,27,13
東大阪市,青野　よしあき,52033,日本維新の会,27,13
東大阪市,かん　英紀,14568,立憲民主党,27,13
八尾市,小松　ひさし,18550,日本共産党,27,14
柏原市,小松　ひさし,4597,日本共産党,27,14
羽曳野市,小松　ひさし,8487,日本共産党,27,14
藤井寺市,小松　ひさし,4468,日本共産党,27,14
八尾市,谷畑　孝,39681.5,日本維新の会,27,14
柏原市,谷畑　孝,10724.5,日本維新の会,27,14
羽曳野市,谷畑　孝,17152,日本維新の会,27,14
藤井寺市,谷畑　孝,10138.5,日本維新の会,27,14
八尾市,長尾　たかし,40294.5,自由民主党,27,14
柏原市,長尾　たかし,10891.5,自由民主党,27,14
羽曳野市,長尾　たかし,17533,自由民主党,27,14
藤井寺市,長尾　たかし,10633.5,自由民主党,27,14
堺市美原区,竹本　直一,6808,自由民主党,27,15
富田林市,竹本　直一,19960,自由民主党,27,15
河内長野市,竹本　直一,19395,自由民主党,27,15
松原市,竹本　直一,18611,自由民主党,27,15
大阪狭山市,竹本　直一,9615,自由民主党,27,15
太子町,竹本　直一,2684,自由民主党,27,15
河南町,竹本　直一,3582,自由民主党,27,15
千早赤阪村,竹本　直一,1313,自由民主党,27,15
堺市美原区,ため　仁史,1770,日本共産党,27,15
富田林市,ため　仁史,7745,日本共産党,27,15
河内長野市,ため　仁史,8215,日本共産党,27,15
松原市,ため　仁史,6628,日本共産党,27,15
大阪狭山市,ため　仁史,3946,日本共産党,27,15
太子町,ため　仁史,937,日本共産党,27,15
河南町,ため　仁史,1033,日本共産党,27,15
千早赤阪村,ため　仁史,459,日本共産党,27,15
堺市美原区,うらの　靖人,5866,日本維新の会,27,15
富田林市,うらの　靖人,16575,日本維新の会,27,15
河内長野市,うらの　靖人,18640,日本維新の会,27,15
松原市,うらの　靖人,18123,日本維新の会,27,15
大阪狭山市,うらの　靖人,9871,日本維新の会,27,15
太子町,うらの　靖人,2147,日本維新の会,27,15
河南町,うらの　靖人,2175,日本維新の会,27,15
千早赤阪村,うらの　靖人,971,日本維新の会,27,15
堺市堺区,森山　ひろゆき,23889,立憲民主党,27,16
堺市東区,森山　ひろゆき,14926,立憲民主党,27,16
堺市北区,森山　ひろゆき,26965,立憲民主党,27,16
堺市堺区,北がわ　一雄,28688,公明党,27,16
堺市東区,北がわ　一雄,18050,公明党,27,16
堺市北区,北がわ　一雄,30597,公明党,27,16
堺市中区,岡下　昌平,18471,自由民主党,27,17
堺市西区,岡下　昌平,18336,自由民主党,27,17
